2014-03,1
2014-04,1
2014-05,2
2014-06,1
2014-07,2
2014-08,3
2014-09,3
2014-10,4
2014-11,5
2014-12,6
2015-01,7
2015-02,9
2015-03,12
2015-04,13
2015-05,12
2015-06,13
2015-07,15
2015-08,14
2015-09,16
2015-10,17
2015-11,18
2015-12,18
2016-01,18
2016-02,21
2016-03,21
2016-04,21
2016-05,23
2016-06,29
2016-07,25
2016-08,29
2016-09,32
2016-10,32
2016-11,35
2016-12,31
2017-01,36
2017-02,48
2017-03,46
2017-04,44
2017-05,52
2017-06,50
2017-07,47
2017-08,52
2017-09,51
2017-10,55
2017-11,57
2017-12,47
2018-01,55
2018-02,63
2018-03,61
2018-04,62
2018-05,64
2018-06,64
2018-07,65
2018-08,63
2018-09,65
2018-10,68
2018-11,66
2018-12,57
2019-01,68
2019-02,74
2019-03,69
2019-04,70
2019-05,71
2019-06,72
2019-07,77
2019-08,75
2019-09,74
2019-10,76
2019-11,74
2019-12,68
2020-01,73
2020-02,77
2020-03,63
2020-04,62
2020-05,61
2020-06,63
2020-07,65
2020-08,64
2020-09,66
2020-10,57
2020-11,50
2020-12,52
2021-01,53
2021-02,59
2021-03,61
2021-04,59
2021-05,63
2021-06,67
2021-07,66
2021-08,66
2021-09,70
2021-10,62
2021-11,59
2021-12,60
2022-01,80
2022-02,92
2022-03,100
2022-04,90
2022-05,87
2022-06,85
2022-07,85
2022-08,88